Wave,Intense
278.9866638,0.279440373
278.0452576,0.283199757
276.9468384,0.286606386
276.0052185,0.288600937
275.0635071,0.290329427
273.9647217,0.291854471
273.0228271,0.292296782
271.9237976,0.292234317
270.9816895,0.29175435
270.0394592,0.290104628
268.940094,0.288019806
267.9976807,0.285306931
267.0551758,0.282752082
265.9554749,0.278525591
265.0127869,0.272690505
264.0699768,0.26747343
262.9699402,0.26180391
262.0269165,0.257232189
260.9266663,0.250039265
259.9834595,0.243891135
259.0401917,0.236389086
257.9395752,0.227569804
256.9960938,0.221370384
256.0525208,0.213062719
254.9515839,0.202791855
254.0078278,0.194518089
253.0639801,0.186174899
251.9627228,0.178384394
251.0186768,0.169453457
250.0745544,0.159968257
248.9790955,0.150913164
248.0404205,0.142891109
246.9451904,0.13510333
246.0063171,0.127804771
245.0673828,0.119374037
243.9718323,0.110742465
243.0326996,0.104462877
241.9369507,0.097305104
240.9976349,0.090705916
240.0582428,0.083647996
238.9621735,0.076689899
238.0225983,0.07150583
236.9263306,0.065256581
235.9865723,0.060416758
235.0467529,0.055191606
233.9501801,0.050564841
233.0101624,0.047362492
232.0700836,0.044252411
230.9732056,0.040280253
230.032959,0.037286371
228.9358826,0.034487814
227.9954529,0.032392144
227.0549469,0.030212194
225.9575806,0.027914137
225.0169067,0.02659002
224.0761566,0.025734574
222.9785004,0.024861068
222.0375824,0.023657084
220.939743,0.023696542
219.9986572,0.023791879
